ParentLocationCode,SpatialDim,Dim1,Value,NumericValue,Date,IndicatorCode
AMR,HND,SEX_FMLE,6.4,6.4,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
WPR,KIR,SEX_FMLE,42.8,42.8,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
AFR,NER,SEX_FMLE,5.6,5.6,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
WPR,KOR,SEX_FMLE,Data not available,,2023-12-07T16:59:34+01:00,Yth_curr_tob_use
AMR,MEX,SEX_BTSX,19.8,19.8,2023-12-07T16:59:11+01:00,Yth_curr_tob_use
WPR,IDN,SEX_FMLE,3.5,3.5,2023-12-07T16:59:06+01:00,Yth_curr_tob_use
EUR,MCO,SEX_BTSX,Data not available,,2023-12-07T16:59:52+01:00,Yth_curr_tob_use
EMR,QAT,SEX_BTSX,12.1,12.1,2023-12-07T16:58:56+01:00,Yth_curr_tob_use
AFR,LBR,SEX_MLE,9.3,9.3,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
AFR,KEN,SEX_BTSX,9.9,9.9,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
AMR,USA,SEX_FMLE,6.8,6.8,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
AFR,SEN,SEX_MLE,11.6,11.6,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
WPR,CHN,SEX_BTSX,Data not available,,2023-12-07T16:59:47+01:00,Yth_curr_tob_use
EUR,MCO,SEX_FMLE,Data not available,,2023-12-07T16:59:48+01:00,Yth_curr_tob_use
EMR,PSE,SEX_BTSX,31.3,31.3,2023-12-07T16:59:19+01:00,Yth_curr_tob_use
EMR,SAU,SEX_BTSX,9.4,9.4,2023-12-07T16:59:19+01:00,Yth_curr_tob_use
EUR,IRL,SEX_MLE,Data not available,,2023-12-07T16:59:40+01:00,Yth_curr_tob_use
AFR,GNQ,SEX_MLE,25.1,25.1,2023-12-07T16:59:06+01:00,Yth_curr_tob_use
EMR,KWT,SEX_BTSX,16.7,16.7,2023-12-07T16:58:57+01:00,Yth_curr_tob_use
EUR,BLR,SEX_BTSX,8.4,8.4,2023-12-07T16:59:19+01:00,Yth_curr_tob_use
SEAR,NPL,SEX_MLE,9.5,9.5,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
AMR,GTM,SEX_MLE,19.5,19.5,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
SEAR,THA,SEX_BTSX,15,15.0,2023-12-07T16:59:11+01:00,Yth_curr_tob_use
EUR,MLT,SEX_BTSX,Data not available,,2023-12-07T16:59:37+01:00,Yth_curr_tob_use
AMR,HTI,SEX_MLE,20.3,20.3,2023-12-07T16:59:12+01:00,Yth_curr_tob_use
EUR,POL,SEX_MLE,Data not available,,2023-12-07T16:59:42+01:00,Yth_curr_tob_use
AFR,CMR,SEX_BTSX,10.1,10.1,2023-12-07T16:58:58+01:00,Yth_curr_tob_use
EUR,MLT,SEX_FMLE,Data not available,,2023-12-07T16:59:37+01:00,Yth_curr_tob_use
EUR,GEO,SEX_MLE,Data not available,,2023-12-07T16:59:43+01:00,Yth_curr_tob_use
EUR,TKM,SEX_MLE,0.2,0.2,2023-12-07T16:58:57+01:00,Yth_curr_tob_use
WPR,SGP,SEX_MLE,Data not available,,2023-12-07T16:59:47+01:00,Yth_curr_tob_use
AMR,BLZ,SEX_BTSX,12.3,12.3,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
AMR,JAM,SEX_MLE,15.9,15.9,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
AMR,PRY,SEX_MLE,8.8,8.8,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
EUR,CYP,SEX_FMLE,Data not available,,2023-12-07T16:59:45+01:00,Yth_curr_tob_use
AMR,BLZ,SEX_MLE,16.6,16.6,2023-12-07T16:59:05+01:00,Yth_curr_tob_use
EUR,MKD,SEX_MLE,Data not available,,2023-12-07T16:59:31+01:00,Yth_curr_tob_use
AMR,VCT,SEX_BTSX,9.3,9.3,2023-12-07T16:59:20+01:00,Yth_curr_tob_use
